BioProject,#Organism Name,Organism Groups,Strain,BioSample,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
PRJNA558775,Strigops habroptila,Eukaryota;Animals;Birds,Jane,SAMN09948751,GCA_004027225.2, Chromosome,1148.6,42.0327,chromosome 1:NC_044277.2/CM013761.2; chromosome 2:NC_044278.2/CM013762.2; chromosome 3:NC_044279.2/CM013764.2; chromosome 4:NC_046358.1/CM013765.1; chromosome 5:NC_044281.2/CM013766.2; chromosome 6:NC_044282.2/CM013767.2; chromosome 7:NC_044283.2/CM013768.2; chromosome 8:NC_044284.2/CM013769.2; chromosome 9:NC_044285.2/CM013770.2; chromosome 10:NC_046359.1/CM013771.1; chromosome 11:NC_046360.1/CM013772.1; chromosome 12:NC_044288.2/CM013774.2; chromosome 13:NC_044289.2/CM013775.2; chromosome 14:NC_044290.2/CM013776.2; chromosome 15:NC_044291.2/CM013777.2; chromosome 16:NC_044292.2/CM013778.2; chromosome 17:NC_044293.2/CM013779.2; chromosome 18:NC_044294.2/CM013780.2; chromosome 19:NC_044295.2/CM013781.2; chromosome 20:NC_044296.2/CM013782.2; chromosome 21:NC_044297.2/CM013783.2; chromosome 22:NC_044298.2/CM013784.2; chromosome 23:NC_044299.2/CM013785.2; chromosome W:NC_044301.2/CM013773.2; chromosome Z:NC_044302.2/CM013763.2; mitochondrion MT:CM013787.2,RXXE02,89,43613,2019-01-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/027/225/GCA_004027225.2_bStrHab1.2.pri,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/027/225/GCF_004027225.2_bStrHab1.2.pri
PRJEB39564,Pipistrellus pipistrellus,Eukaryota;Animals;Mammals,,SAMEA994724,GCA_903992545.1, Chromosome,1763.44,42.5594,chromosome 1:LR862356.1; chromosome 2:LR862357.1; chromosome 3:LR862358.1; chromosome 4:LR862360.1; chromosome 5:LR862361.1; chromosome 6:LR862362.1; chromosome 7:LR862363.1; chromosome 8:LR862364.1; chromosome 9:LR862365.1; chromosome 10:LR862366.1; chromosome 11:LR862367.1; chromosome 12:LR862368.1; chromosome 13:LR862369.1; chromosome 14:LR862370.1; chromosome 15:LR862371.1; chromosome 16:LR862372.1; chromosome 17:LR862373.1; chromosome 18:LR862374.1; chromosome 19:LR862375.1; chromosome 20:LR862376.1; chromosome 21:LR862377.1; chromosome X:LR862359.1; mitochondrion MT:LR862378.1,CAJEUD01,323,0,2020-08-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/992/545/GCA_903992545.1_mPipPip1.1,
PRJNA524358,Phyllostomus discolor,Eukaryota;Animals;Mammals,MPI-MPIP mPhyDis1,SAMN09948786,GCA_004126475.3, Chromosome,2108.83,42.4305,chromosome 1:NC_040903.2/CM014254.2; chromosome 2:NC_040904.2/CM014255.2; chromosome 3:NC_040905.2/CM014256.2; chromosome 4:NC_040906.2/CM014257.2; chromosome 5:NC_040907.2/CM014258.2; chromosome 6:NC_040908.2/CM014259.2; chromosome 7:NC_040909.2/CM014260.2; chromosome 8:NC_040910.2/CM014261.2; chromosome 9:NC_040911.2/CM014262.2; chromosome 10:NC_040912.2/CM014263.2; chromosome 11:NC_040913.2/CM014264.2; chromosome 12:NC_040914.2/CM014265.2; chromosome 13:NC_040915.2/CM014266.2; chromosome 14:NC_040916.2/CM014267.2; chromosome 15:NC_040917.2/CM014268.2; chromosome X:NC_050198.1/CM023025.1; chromosome Y:NC_050199.1/CM023026.1; mitochondrion MT:CM016611.2,RXPA02,77,46999,2019-01-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/126/475/GCA_004126475.3_mPhyDis1.pri.v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/126/475/GCF_004126475.2_mPhyDis1.pri.v3
PRJNA451066,Schistosoma bovis,Eukaryota;Animals;Flatworms,TAN1997,SAMN08957538,GCA_003958945.1,Scaffold,373.478,33.1998,mitochondrion MT:CM014335.1,QMKO01,4774,11576,2018-12-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/958/945/GCA_003958945.1_ASM395894v1,
PRJNA637367,Scenedesmus sp. PABB004,Eukaryota;Plants;Green Algae,PABB004,SAMN15103613,GCA_014905635.1, Chromosome,39.974,78.3731,chromosome 1:CM026547.1; chromosome 2:CM026548.1; mitochondrion MT:CM026549.1,JABVCE01,80,6947,2020-10-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/905/635/GCA_014905635.1_UMN_S.PABB004_v1,
PRJNA630747,Drosophila innubila,Eukaryota;Animals;Insects,TH190305,SAMN11037163,GCA_004354385.1, Chromosome,167.978,36.5601,chromosome 4:NC_047625.1/CM015045.1; chromosome X:NC_047626.1/CM015046.1; mitochondrion MT:CM015047.1,SKCT01,363,19534,2019-03-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/354/385/GCA_004354385.1_UK_Dinn_1.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/354/385/GCF_004354385.1_UK_Dinn_1.0
PRJNA351921,Cecropterus lyciades,Eukaryota;Animals;Insects,,SAMN05958461,GCA_002930495.1,Scaffold,566.834,18.1,mitochondrion MT:CM009487.1,MOOZ01,47369,0,2018-02-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/930/495/GCA_002930495.1_3311_assembly_v1_with_mito,
PRJNA595352,Anarrhichthys ocellatus,Eukaryota;Animals;Fishes,YVR2014,SAMN10245424,GCA_004355925.1,Scaffold,612.791,42.6001,mitochondrion MT:NC_044782.1/,SAUM01,10817,41887,2019-03-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/355/925/GCA_004355925.1_GSC_Weel_1.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/355/925/GCF_004355925.1_GSC_Weel_1.0
PRJNA737421,Salvia splendens,Eukaryota;Plants;Land Plants,huo1,SAMN08162997,GCA_004379255.2, Chromosome,806.486,38.8452,chromosome 1:NC_056032.1/CM031472.1; chromosome 2:NC_056033.1/CM031473.1; chromosome 3:NC_056034.1/CM031474.1; chromosome 4:NC_056035.1/CM031475.1; chromosome 5:NC_056036.1/CM031476.1; chromosome 6:NC_056037.1/CM031477.1; chromosome 7:NC_056038.1/CM031478.1; chromosome 8:NC_056039.1/CM031479.1; chromosome 9:NC_056040.1/CM031480.1; chromosome 10:NC_056041.1/CM031481.1; chromosome 11:NC_056042.1/CM031482.1; chromosome 12:NC_056043.1/CM031483.1; chromosome 13:NC_056044.1/CM031484.1; chromosome 14:NC_056045.1/CM031485.1; chromosome 15:NC_056046.1/CM031486.1; chromosome 16:NC_056047.1/CM031487.1; chromosome 17:NC_056048.1/CM031488.1; chromosome 18:NC_056049.1/CM031489.1; chromosome 19:NC_056050.1/CM031490.1; chromosome 20:NC_056051.1/CM031491.1; chromosome 21:NC_056052.1/CM031492.1; chromosome 22:NC_056053.1/CM031493.1; mitochondrion MT:CM031494.1; chloroplast Pltd:NC_050901.1/CM031495.1,PNBA02,1178,79374,2019-03-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/379/255/GCA_004379255.2_SspV2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/379/255/GCF_004379255.1_SspV2
PRJNA720913,Apostichopus californicus,Eukaryota;Animals;Other Animals,PC1234,SAMN18683453,GCA_020650975.1,Scaffold,786.375,38.7,mitochondrion MT:CM036232.1,JAIPMN01,308084,0,2021-10-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/650/975/GCA_020650975.1_ASM2065097v1,
PRJNA421807,Beroe forskalii,Eukaryota;Animals;Other Animals,Bf201606,SAMN08156691,GCA_011033025.1,Scaffold,218.982,40.1986,mitochondrion MT:CM021663.1,WFMF01,1547,0,2020-02-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/033/025/GCA_011033025.1_UCSC_Bfor_v1,
PRJNA632616,Thrips palmi,Eukaryota;Animals;Insects,BJ-2018,SAMN14133010,GCA_012932325.1,Scaffold,237.845,54.0979,mitochondrion MT:NC_039437.1/,JABBCG01,17,27217,2020-04-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/932/325/GCA_012932325.1_TpBJ-2018v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/932/325/GCF_012932325.1_TpBJ-2018v1
PRJNA674757,Talpa occidentalis,Eukaryota;Animals;Mammals,TD23,SAMN10160270,GCA_014898055.1,Scaffold,2098.02,41.9,mitochondrion MT:NC_039630.1/,RCFO01,4425,39507,2020-10-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/898/055/GCA_014898055.1_MPIMG_talOcc4,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/898/055/GCF_014898055.1_MPIMG_talOcc4
PRJEB41923,Limenitis camilla,Eukaryota;Animals;Insects,,SAMEA7523310,GCA_905147385.1, Chromosome,435.113,33.4501,chromosome 1:LR990225.1; chromosome 2:LR990226.1; chromosome 3:LR990227.1; chromosome 4:LR990228.1; chromosome 5:LR990229.1; chromosome 6:LR990230.1; chromosome 7:LR990231.1; chromosome 8:LR990232.1; chromosome 9:LR990233.1; chromosome 10:LR990234.1; chromosome 11:LR990235.1; chromosome 12:LR990236.1; chromosome 13:LR990237.1; chromosome 14:LR990238.1; chromosome 15:LR990239.1; chromosome 16:LR990240.1; chromosome 17:LR990241.1; chromosome 18:LR990242.1; chromosome 19:LR990243.1; chromosome 20:LR990244.1; chromosome 21:LR990245.1; chromosome 22:LR990249.1; chromosome 23:LR990246.1; chromosome 24:LR990247.1; chromosome 25:LR990248.1; chromosome 26:LR990250.1; chromosome 27:LR990251.1; chromosome 28:LR990252.1; chromosome 29:LR990253.1; chromosome W:LR990254.1; chromosome Z:LR990224.1; mitochondrion MT:LR990255.1,CAJHVI01,74,0,2021-01-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/147/385/GCA_905147385.1_ilLimCami1.1,
PRJEB43008,Eristalis tenax,Eukaryota;Animals;Insects,,SAMEA7520042,GCA_905231855.2, Chromosome,487.02,42.1065,chromosome 1:HG993124.1; chromosome 2:HG993125.1; chromosome 3:HG993126.1; chromosome 4:HG993127.1; chromosome 5:HG993128.1; chromosome X:HG993129.1; mitochondrion MT:HG993130.2,CAJNIU02,157,0,2021-02-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/231/855/GCA_905231855.2_idEriTena2.2,
PRJNA667573,Crotalus adamanteus,Eukaryota;Animals;Reptiles,Cadam-KW1264,SAMN16378231,GCA_018446365.1,Scaffold,1597.65,40.0,mitochondrion MT:CM031740.1,JADPQB01,11369,796,2021-05-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/446/365/GCA_018446365.1_Cadam_11369,
PRJNA606051,Etheostoma spectabile,Eukaryota;Animals;Fishes,EspeVRDwgs_2016,SAMN12373147,GCA_008692095.1, Chromosome,854.807,40.9467,chromosome 1:NC_045733.1/CM018435.1; chromosome 2:NC_045734.1/CM018436.1; chromosome 3:NC_045735.1/CM018437.1; chromosome 4:NC_045736.1/CM018438.1; chromosome 5:NC_045737.1/CM018439.1; chromosome 6:NC_045738.1/CM018440.1; chromosome 7:NC_045739.1/CM018441.1; chromosome 8:NC_045740.1/CM018442.1; chromosome 9:NC_045741.1/CM018443.1; chromosome 10:NC_045742.1/CM018444.1; chromosome 11:NC_045743.1/CM018445.1; chromosome 12:NC_045744.1/CM018446.1; chromosome 13:NC_045745.1/CM018447.1; chromosome 14:NC_045746.1/CM018448.1; chromosome 15:NC_045747.1/CM018449.1; chromosome 16:NC_045748.1/CM018450.1; chromosome 17:NC_045749.1/CM018451.1; chromosome 18:NC_045750.1/CM018452.1; chromosome 19:NC_045751.1/CM018453.1; chromosome 20:NC_045752.1/CM018454.1; chromosome 21:NC_045753.1/CM018455.1; chromosome 22:NC_045754.1/CM018456.1; chromosome 23:NC_045755.1/CM018457.1; chromosome 24:NC_045756.1/CM018458.1; mitochondrion MT:NC_042203.1/,VOFY01,3119,45686,2019-09-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/692/095/GCA_008692095.1_UIUC_Espe_1.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/692/095/GCF_008692095.1_UIUC_Espe_1.0
PRJNA655518,Dermochelys coriacea,Eukaryota;Animals;Reptiles,rDerCor1,SAMN12629498,GCA_009764565.4, Chromosome,2164.76,43.3707,chromosome 1:NC_050068.2/CM019935.3; chromosome 2:NC_050069.1/CM019936.3; chromosome 3:NC_050070.1/CM019937.2; chromosome 4:NC_050071.1/CM019938.2; chromosome 5:NC_050072.1/CM019939.2; chromosome 6:NC_050073.1/CM019940.2; chromosome 7:NC_050074.1/CM019941.2; chromosome 8:NC_050075.1/CM019942.2; chromosome 9:NC_050076.1/CM019943.2; chromosome 10:NC_050077.1/CM019944.2; chromosome 11:NC_050078.2/CM019945.3; chromosome 12:NC_050079.1/CM019946.2; chromosome 13:NC_050080.1/CM019947.2; chromosome 14:NC_050081.1/CM019948.2; chromosome 15:NC_050082.1/CM019949.2; chromosome 16:NC_050083.1/CM019950.2; chromosome 17:NC_050084.1/CM019951.2; chromosome 18:NC_050085.1/CM019952.2; chromosome 19:NC_050086.2/CM019953.4; chromosome 20:NC_050087.2/CM019954.4; chromosome 21:NC_050088.1/CM019955.3; chromosome 22:NC_050089.1/CM019956.3; chromosome 23:NC_050090.1/CM019957.2; chromosome 24:NC_050091.1/CM019958.2; chromosome 25:NC_050092.1/CM019959.2; chromosome 26:NC_050093.1/CM019960.2; chromosome 27:NC_050094.1/CM019961.3; chromosome 28:NC_050095.1/CM019962.2; mitochondrion MT:CM019965.1,WSPL04,40,61126,2019-12-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/764/565/GCA_009764565.4_rDerCor1.pri.v4,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/764/565/GCF_009764565.3_rDerCor1.pri.v4
PRJNA529426,Centrocercus minimus,Eukaryota;Animals;Birds,UT7,SAMN11266852,GCA_005890655.1,Scaffold,1000.04,41.5,mitochondrion MT:CM016737.1,SPOS01,985,0,2019-05-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/890/655/GCA_005890655.1_Cmin_1.0,
PRJNA559550,Archocentrus centrarchus,Eukaryota;Animals;Fishes,MPI-CPG fArcCen1,SAMN09948522,GCA_007364275.2, Chromosome,932.93,41.393,chromosome 1:NC_044346.1/CM017272.1; chromosome 2:NC_044347.1/CM017273.1; chromosome 3:NC_044348.1/CM017274.1; chromosome 4:NC_044349.1/CM017275.1; chromosome 5:NC_044350.1/CM017276.1; chromosome 6:NC_044351.1/CM017277.1; chromosome 7:NC_044352.1/CM017278.1; chromosome 8:NC_044353.1/CM017279.1; chromosome 9:NC_044354.1/CM017280.1; chromosome 10:NC_044355.1/CM017281.1; chromosome 11:NC_044356.1/CM017282.1; chromosome 12:NC_044357.1/CM017283.1; chromosome 13:NC_044358.1/CM017284.1; chromosome 14:NC_044359.1/CM017285.1; chromosome 15:NC_044360.1/CM017286.1; chromosome 16:NC_044361.1/CM017287.1; chromosome 17:NC_044362.1/CM017288.1; chromosome 18:NC_044363.1/CM017446.1; chromosome 19:NC_044364.1/CM017289.1; chromosome 20:NC_044365.1/CM017290.1; chromosome 21:NC_044366.1/CM017291.1; chromosome 22:NC_044367.1/CM017292.1; chromosome 23:NC_044368.1/CM017293.1; chromosome 24:NC_044369.1/CM017294.1; mitochondrion MT:CM017295.1,STFV01,188,41106,2019-07-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/364/275/GCA_007364275.2_fArcCen1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/364/275/GCF_007364275.1_fArcCen1
PRJNA559383,Gopherus evgoodei,Eukaryota;Animals;Reptiles,,SAMN03496275,GCA_007399415.1, Chromosome,2298.56,44.2098,chromosome 1:NC_044322.1/CM017296.1; chromosome 2:NC_044323.1/CM017297.1; chromosome 3:NC_044324.1/CM017298.1; chromosome 4:NC_044325.1/CM017299.1; chromosome 5:NC_044326.1/CM017300.1; chromosome 6:NC_044327.1/CM017301.1; chromosome 7:NC_044328.1/CM017302.1; chromosome 8:NC_044329.1/CM017303.1; chromosome 9:NC_044330.1/CM017304.1; chromosome 10:NC_044331.1/CM017305.1; chromosome 11:NC_044332.1/CM017306.1; chromosome 12:NC_044333.1/CM017307.1; chromosome 13:NC_044334.1/CM017308.1; chromosome 14:NC_044335.1/CM017309.1; chromosome 15:NC_044336.1/CM017310.1; chromosome 16:NC_044337.1/CM017311.1; chromosome 17:NC_044338.1/CM017312.1; chromosome 18:NC_044339.1/CM017313.1; chromosome 19:NC_044340.1/CM017314.1; chromosome 20:NC_044341.1/CM017315.1; chromosome 21:NC_044342.1/CM017316.1; chromosome 22:NC_044343.1/CM017317.1; chromosome 23:NC_044344.1/CM017318.1; chromosome 24:NC_044345.1/CM017319.1; mitochondrion MT:NC_044186.1/CM017320.1,VHHN01,383,50852,2019-07-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/399/415/GCA_007399415.1_rGopEvg1_v1.p,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/399/415/GCF_007399415.2_rGopEvg1_v1.p
PRJNA541481,Sequoiadendron giganteum,Eukaryota;Plants;Land Plants,SEGI21,SAMN11640747,GCA_007115665.2, Chromosome,8125.6,35.4521,chromosome 1:CM021100.1; chromosome 2:CM021101.1; chromosome 3:CM021102.1; chromosome 4:CM021103.1; chromosome 5:CM021104.1; chromosome 6:CM021105.1; chromosome 7:CM021106.1; chromosome 8:CM021107.1; chromosome 9:CM021108.1; chromosome 10:CM021109.1; chromosome 11:CM021110.1; chloroplast Pltd:CM017437.1,VCHN02,8216,0,2019-07-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/115/665/GCA_007115665.2_SEGI.2.0,
PRJNA524417,Acer yangbiense,Eukaryota;Plants;Land Plants,Malutang-1-2009seedling,SAMN11026391,GCA_008009225.1, Chromosome,665.888,35.9704,chromosome 1:CM017761.1; chromosome 2:CM017762.1; chromosome 3:CM017763.1; chromosome 4:CM017764.1; chromosome 5:CM017765.1; chromosome 6:CM017766.1; chromosome 7:CM017767.1; chromosome 8:CM017768.1; chromosome 9:CM017769.1; chromosome 10:CM017770.1; chromosome 11:CM017771.1; chromosome 12:CM017772.1; chromosome 13:CM017773.1; mitochondrion MT:CM017774.1; chloroplast Pltd:CM017775.1,VAHF01,280,28308,2019-08-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/009/225/GCA_008009225.1_AYv1.1,
PRJNA636507,Drosophila lowei,Eukaryota;Animals;Insects,Jillo6,SAMN11962598,GCA_008121275.1, Chromosome,184.313,44.4562,chromosome 2:CM017777.1; chromosome 3:CM017778.1; chromosome 4:CM017779.1; chromosome 5:CM017780.1; chromosome X:CM017781.1,VHIG01,223,0,2019-08-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/121/275/GCA_008121275.1_UCBerk_Dlow_1.0,
PRJNA551489,Octopus sinensis,Eukaryota;Animals;Other Animals,Ov201803,SAMN11633729,GCA_006345805.1, Chromosome,2719.15,36.3702,linkage group LG1:NC_042997.1/CM016859.1; linkage group LG2:NC_042998.1/CM016860.1; linkage group LG3:NC_042999.1/CM016861.1; linkage group LG4:NC_043000.1/CM016862.1; linkage group LG5:NC_043001.1/CM016863.1; linkage group LG6:NC_043002.1/CM016864.1; linkage group LG7:NC_043003.1/CM016865.1; linkage group LG8:NC_043004.1/CM016866.1; linkage group LG9:NC_043005.1/CM016867.1; linkage group LG10:NC_043006.1/CM016868.1; linkage group LG11:NC_043007.1/CM016869.1; linkage group LG12:NC_043008.1/CM016870.1; linkage group LG13:NC_043009.1/CM016871.1; linkage group LG14:NC_043010.1/CM016872.1; linkage group LG15:NC_043011.1/CM016873.1; linkage group LG16:NC_043012.1/CM016874.1; linkage group LG17:NC_043013.1/CM016875.1; linkage group LG18:NC_043014.1/CM016876.1; linkage group LG19:NC_043015.1/CM016877.1; linkage group LG20:NC_043016.1/CM016878.1; linkage group LG21:NC_043017.1/CM016879.1; linkage group LG22:NC_043018.1/CM016880.1; linkage group LG23:NC_043019.1/CM016881.1; linkage group LG24:NC_043020.1/CM016882.1; linkage group LG25:NC_043021.1/CM016883.1; linkage group LG26:NC_043022.1/CM016884.1; linkage group LG27:NC_043023.1/CM016885.1; linkage group LG28:NC_043024.1/CM016886.1; linkage group LG29:NC_043025.1/CM016887.1; linkage group LG30:NC_043026.1/CM016888.1; mitochondrion MT:NC_006353.1/,VCDQ01,13516,36112,2019-06-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/345/805/GCA_006345805.1_ASM634580v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/345/805/GCF_006345805.1_ASM634580v1
PRJNA774310,Hemiscyllium ocellatum,Eukaryota;Animals;Fishes,sHemOce1,SAMN22550098,GCA_020745735.1, Chromosome,3983.48,42.39,chromosome 1:CM036659.1; chromosome 2:CM036660.1; chromosome 3:CM036661.1; chromosome 4:CM036662.1; chromosome 5:CM036663.1; chromosome 6:CM036664.1; chromosome 7:CM036665.1; chromosome 8:CM036666.1; chromosome 9:CM036667.1; chromosome 10:CM036668.1; chromosome 11:CM036669.1; chromosome 12:CM036670.1; chromosome 13:CM036671.1; chromosome 14:CM036672.1; chromosome 15:CM036673.1; chromosome 16:CM036674.1; chromosome 17:CM036675.1; chromosome 18:CM036676.1; chromosome 19:CM036677.1; chromosome 20:CM036678.1; chromosome 21:CM036679.1; chromosome 22:CM036680.1; chromosome 23:CM036681.1; chromosome 24:CM036682.1; chromosome 25:CM036683.1; chromosome 26:CM036684.1; chromosome 27:CM036685.1; chromosome 28:CM036686.1; chromosome 29:CM036687.1; chromosome 30:CM036688.1; chromosome 31:CM036689.1; chromosome 32:CM036690.1; chromosome 33:CM036691.1; chromosome 34:CM036692.1; chromosome 35:CM036693.1; chromosome 36:CM036694.1; chromosome 37:CM036695.1; chromosome 38:CM036696.1; chromosome 39:CM036697.1; chromosome 40:CM036698.1; chromosome 41:CM036699.1; chromosome 42:CM036700.1; chromosome 43:CM036701.1; chromosome 44:CM036702.1; chromosome 45:CM036703.1; chromosome 46:CM036704.1; chromosome 47:CM036705.1; chromosome 48:CM036706.1; chromosome 49:CM036707.1; chromosome 50:CM036708.1; chromosome 51:CM036709.1; chromosome 52:CM036710.1; chromosome X:CM036711.1; chromosome Y:CM036712.1; mitochondrion MT:CM036752.1,JAJGRY01,1963,0,2021-11-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/745/735/GCA_020745735.1_sHemOce1.pat.X.cur.,
PRJNA554520,Alca torda,Eukaryota;Animals;Birds,2006_11_07_Graehlm_vinge_78,SAMN12292087,GCA_008658365.1, Chromosome,1178.49,42.6892,chromosome 1:CM018076.1; chromosome 2:CM018077.1; chromosome 3:CM018078.1; chromosome 4:CM018079.1; chromosome 5:CM018080.1; chromosome 6:CM018081.1; chromosome 7:CM018082.1; chromosome 8:CM018083.1; chromosome 9:CM018084.1; chromosome 10:CM018085.1; chromosome 11:CM018086.1; chromosome 12:CM018087.1; chromosome 13:CM018088.1; chromosome 14:CM018089.1; chromosome 15:CM018090.1; chromosome 16:CM018091.1; chromosome 17:CM018092.1; chromosome 18:CM018093.1; chromosome 19:CM018094.1; chromosome 20:CM018095.1; chromosome 21:CM018096.1; chromosome 22:CM018097.1; chromosome 23:CM018098.1; chromosome 24:CM018099.1; chromosome 25:CM018100.1; chromosome Z:CM018101.1; mitochondrion MT:CM018102.1,VMED01,95,0,2019-09-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/658/365/GCA_008658365.1_bAlcTor1_primary,
PRJNA606521,Phocoena sinus,Eukaryota;Animals;Mammals,mPhoSin1,SAMN12325353,GCA_008692025.1, Chromosome,2371.52,41.3906,chromosome 1:NC_045763.1/CM018156.1; chromosome 2:NC_045764.1/CM018157.1; chromosome 3:NC_045765.1/CM018158.1; chromosome 4:NC_045766.1/CM018159.1; chromosome 5:NC_045767.1/CM018160.1; chromosome 6:NC_045768.1/CM018161.1; chromosome 7:NC_045769.1/CM018162.1; chromosome 8:NC_045770.1/CM018163.1; chromosome 9:NC_045771.1/CM018164.1; chromosome 10:NC_045772.1/CM018165.1; chromosome 11:NC_045773.1/CM018166.1; chromosome 12:NC_045774.1/CM018167.1; chromosome 13:NC_045775.1/CM018168.1; chromosome 14:NC_045776.1/CM018169.1; chromosome 15:NC_045777.1/CM018170.1; chromosome 16:NC_045778.1/CM018171.1; chromosome 17:NC_045779.1/CM018172.1; chromosome 18:NC_045780.1/CM018173.1; chromosome 19:NC_045781.1/CM018174.1; chromosome 20:NC_045782.1/CM018175.1; chromosome 21:NC_045783.1/CM018176.1; chromosome X:NC_045784.1/CM018177.1; mitochondrion MT:CM018178.1,VOSU01,64,52282,2019-09-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/692/025/GCA_008692025.1_mPhoSin1.pri,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/692/025/GCF_008692025.1_mPhoSin1.pri
PRJNA590223,Actinia tenebrosa,Eukaryota;Animals;Other Animals,,SAMN10439458,GCA_009602425.1,Scaffold,238.2,38.5,mitochondrion MT:NC_044902.1/,WAHB01,4003,27037,2019-11-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/602/425/GCA_009602425.1_ASM960242v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/602/425/GCF_009602425.1_ASM960242v1
PRJNA472210,Salix brachista,Eukaryota;Plants;Land Plants,br00,SAMN09235684,GCA_009078335.1, Chromosome,339.588,34.1556,chromosome 1:CM018572.1; chromosome 2:CM018573.1; chromosome 3:CM018574.1; chromosome 4:CM018575.1; chromosome 5:CM018576.1; chromosome 6:CM018577.1; chromosome 7:CM018578.1; chromosome 8:CM018579.1; chromosome 9:CM018580.1; chromosome 10:CM018581.1; chromosome 11:CM018582.1; chromosome 12:CM018583.1; chromosome 13:CM018584.1; chromosome 14:CM018585.1; chromosome 15:CM018586.1; chromosome 16:CM018587.1; chromosome 17:CM018588.1; chromosome 18:CM018589.1; chromosome 19:CM018590.1; mitochondrion MT:CM018591.1; chloroplast Pltd:CM018592.1,VDCV01,30,30209,2019-10-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/078/335/GCA_009078335.1_ASM907833v1,
